Match_No,Season,Team_1,Team_2,Winner,Win_Type,Win_Margin,Result_Type,Date,Venue
19,16,srh,kkr,srh,runs,23.0,normal,2023-04-14,"Eden Gardens, Kolkata"
20,16,rcb,dc,rcb,runs,23.0,normal,2023-04-15,"M Chinnaswamy Stadium, Bengaluru"
21,16,lsg,pk,pk,wickets,2.0,normal,2023-04-15,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
22,16,kkr,mi,mi,wickets,5.0,normal,2023-04-16,"Wankhede Stadium, Mumbai"
23,16,gt,rr,rr,wickets,3.0,normal,2023-04-16,"Narendra Modi Stadium, Ahmedabad"
24,16,csk,rcb,csk,runs,8.0,normal,2023-04-17,"M Chinnaswamy Stadium, Bengaluru"
25,16,mi,srh,mi,runs,14.0,normal,2023-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
26,16,lsg,rr,lsg,runs,10.0,normal,2023-04-19,"Sawai Mansingh Stadium, Jaipur"
27,16,rcb,pk,rcb,runs,24.0,normal,2023-04-20,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
28,16,kkr,dc,dc,wickets,4.0,normal,2023-04-20,"Arun Jaitley Stadium, Delhi"
29,16,srh,csk,csk,wickets,7.0,normal,2023-04-21,"MA Chidambaram Stadium, Chepauk, Chennai"
30,16,gt,lsg,gt,runs,7.0,normal,2023-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
31,16,pk,mi,pk,runs,13.0,normal,2023-04-22,"Wankhede Stadium, Mumbai"
32,16,rcb,rr,rcb,runs,7.0,normal,2023-04-23,"M Chinnaswamy Stadium, Bengaluru"
33,16,csk,kkr,csk,runs,49.0,normal,2023-04-23,"Eden Gardens, Kolkata"
34,16,dc,srh,dc,runs,7.0,normal,2023-04-24,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
35,16,gt,mi,gt,runs,55.0,normal,2023-04-25,"Narendra Modi Stadium, Ahmedabad"
36,16,kkr,rcb,kkr,runs,21.0,normal,2023-04-26,"M Chinnaswamy Stadium, Bengaluru"
37,16,rr,csk,rr,runs,32.0,normal,2023-04-27,"Sawai Mansingh Stadium, Jaipur"
38,16,lsg,pk,lsg,runs,56.0,normal,2023-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
39,16,kkr,gt,gt,wickets,7.0,normal,2023-04-29,"Eden Gardens, Kolkata"
40,16,srh,dc,srh,runs,9.0,normal,2023-04-29,"Arun Jaitley Stadium, Delhi"
41,16,csk,pk,pk,wickets,4.0,normal,2023-04-30,"MA Chidambaram Stadium, Chepauk, Chennai"
42,16,rr,mi,mi,wickets,6.0,normal,2023-04-30,"Wankhede Stadium, Mumbai"
43,16,rcb,lsg,rcb,runs,18.0,normal,2023-05-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
44,16,dc,gt,dc,runs,5.0,normal,2023-05-02,"Narendra Modi Stadium, Ahmedabad"
45,16,lsg,csk,,,,no result,2023-05-03,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
46,16,pk,mi,mi,wickets,6.0,normal,2023-05-03,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
47,16,kkr,srh,kkr,runs,5.0,normal,2023-05-04,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
48,16,rr,gt,gt,wickets,9.0,normal,2023-05-05,"Sawai Mansingh Stadium, Jaipur"
49,16,mi,csk,csk,wickets,6.0,normal,2023-05-06,"MA Chidambaram Stadium, Chepauk, Chennai"
50,16,rcb,dc,dc,wickets,7.0,normal,2023-05-06,"Arun Jaitley Stadium, Delhi"
51,16,gt,lsg,gt,runs,56.0,normal,2023-05-07,"Narendra Modi Stadium, Ahmedabad"
52,16,rr,srh,srh,wickets,4.0,normal,2023-05-07,"Sawai Mansingh Stadium, Jaipur"
53,16,pk,kkr,kkr,wickets,5.0,normal,2023-05-08,"Eden Gardens, Kolkata"
54,16,rcb,mi,mi,wickets,6.0,normal,2023-05-09,"Wankhede Stadium, Mumbai"
55,16,csk,dc,csk,runs,27.0,normal,2023-05-10,"MA Chidambaram Stadium, Chepauk, Chennai"
56,16,kkr,rr,rr,wickets,9.0,normal,2023-05-11,"Eden Gardens, Kolkata"
57,16,mi,gt,mi,runs,27.0,normal,2023-05-12,"Wankhede Stadium, Mumbai"
58,16,srh,lsg,lsg,wickets,7.0,normal,2023-05-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
59,16,pk,dc,pk,runs,31.0,normal,2023-05-13,"Arun Jaitley Stadium, Delhi"
60,16,rcb,rr,rcb,runs,112.0,normal,2023-05-14,"Sawai Mansingh Stadium, Jaipur"
61,16,csk,kkr,kkr,wickets,6.0,normal,2023-05-14,"MA Chidambaram Stadium, Chepauk, Chennai"
62,16,gt,srh,gt,runs,34.0,normal,2023-05-15,"Narendra Modi Stadium, Ahmedabad"
63,16,lsg,mi,lsg,runs,5.0,normal,2023-05-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
64,16,dc,pk,dc,runs,15.0,normal,2023-05-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
65,16,srh,rcb,rcb,wickets,8.0,normal,2023-05-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
66,16,pk,rr,rr,wickets,4.0,normal,2023-05-19,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
67,16,csk,dc,csk,runs,77.0,normal,2023-05-20,"Arun Jaitley Stadium, Delhi"
68,16,lsg,kkr,lsg,runs,1.0,normal,2023-05-20,"Eden Gardens, Kolkata"
69,16,srh,mi,mi,wickets,8.0,normal,2023-05-21,"Wankhede Stadium, Mumbai"
70,16,rcb,gt,gt,wickets,6.0,normal,2023-05-21,"M Chinnaswamy Stadium, Bengaluru"
Qualifier 1,16,csk,gt,csk,runs,15.0,normal,2023-05-23,"MA Chidambaram Stadium, Chepauk, Chennai"
Eliminator,16,mi,lsg,mi,runs,81.0,normal,2023-05-24,"MA Chidambaram Stadium, Chepauk, Chennai"
Qualifier 2,16,gt,mi,gt,runs,62.0,normal,2023-05-26,"Narendra Modi Stadium, Ahmedabad"
Final,16,gt,csk,csk,wickets,5.0,normal,2023-05-29,"Narendra Modi Stadium, Ahmedabad"
1,17,rcb,csk,csk,wickets,6.0,normal,2024-03-22,"MA Chidambaram Stadium, Chepauk, Chennai"
3,17,kkr,srh,kkr,runs,4.0,normal,2024-03-23,"Eden Gardens, Kolkata"
2,17,dc,pk,pk,wickets,4.0,normal,2024-03-23,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
5,17,gt,mi,gt,runs,6.0,normal,2024-03-24,"Narendra Modi Stadium, Ahmedabad"
4,17,rr,lsg,rr,runs,20.0,normal,2024-03-24,"Sawai Mansingh Stadium, Jaipur"
6,17,pk,rcb,rcb,wickets,4.0,normal,2024-03-25,"M Chinnaswamy Stadium, Bengaluru"
7,17,csk,gt,csk,runs,63.0,normal,2024-03-26,"MA Chidambaram Stadium, Chepauk, Chennai"
8,17,srh,mi,srh,runs,31.0,normal,2024-03-27,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
9,17,rr,dc,rr,runs,12.0,normal,2024-03-28,"Sawai Mansingh Stadium, Jaipur"
10,17,rcb,kkr,kkr,wickets,7.0,normal,2024-03-29,"M Chinnaswamy Stadium, Bengaluru"
11,17,lsg,pk,lsg,runs,21.0,normal,2024-03-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
12,17,srh,gt,gt,wickets,7.0,normal,2024-03-31,"Narendra Modi Stadium, Ahmedabad"
13,17,dc,csk,dc,runs,20.0,normal,2024-03-31,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
14,17,mi,rr,rr,wickets,6.0,normal,2024-04-01,"Wankhede Stadium, Mumbai"
15,17,lsg,rcb,lsg,runs,28.0,normal,2024-04-02,"M Chinnaswamy Stadium, Bengaluru"
16,17,kkr,dc,kkr,runs,106.0,normal,2024-04-03,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
17,17,gt,pk,pk,wickets,3.0,normal,2024-04-04,"Narendra Modi Stadium, Ahmedabad"
18,17,csk,srh,srh,wickets,6.0,normal,2024-04-05,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
19,17,rcb,rr,rr,wickets,6.0,normal,2024-04-06,"Sawai Mansingh Stadium, Jaipur"
20,17,mi,dc,mi,runs,29.0,normal,2024-04-07,"Wankhede Stadium, Mumbai"
21,17,lsg,gt,lsg,runs,33.0,normal,2024-04-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
22,17,kkr,csk,csk,wickets,7.0,normal,2024-04-08,"MA Chidambaram Stadium, Chepauk, Chennai"
23,17,srh,pk,srh,runs,2.0,normal,2024-04-09,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
24,17,rr,gt,gt,wickets,3.0,normal,2024-04-10,"Sawai Mansingh Stadium, Jaipur"
25,17,rcb,mi,mi,wickets,7.0,normal,2024-04-11,"Wankhede Stadium, Mumbai"
26,17,lsg,dc,dc,wickets,6.0,normal,2024-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
27,17,pk,rr,rr,wickets,3.0,normal,2024-04-13,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
28,17,lsg,kkr,kkr,wickets,8.0,normal,2024-04-14,"Eden Gardens, Kolkata"
29,17,csk,mi,csk,runs,20.0,normal,2024-04-14,"Wankhede Stadium, Mumbai"
30,17,srh,rcb,srh,runs,25.0,normal,2024-04-15,"M Chinnaswamy Stadium, Bengaluru"
31,17,kkr,rr,rr,wickets,2.0,normal,2024-04-16,"Eden Gardens, Kolkata"
32,17,gt,dc,dc,wickets,6.0,normal,2024-04-17,"Narendra Modi Stadium, Ahmedabad"
33,17,mi,pk,mi,runs,9.0,normal,2024-04-18,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
34,17,csk,lsg,lsg,wickets,8.0,normal,2024-04-19,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
35,17,srh,dc,srh,runs,67.0,normal,2024-04-20,"Arun Jaitley Stadium, Delhi"
36,17,kkr,rcb,kkr,runs,1.0,normal,2024-04-21,"Eden Gardens, Kolkata"
37,17,pk,gt,gt,wickets,3.0,normal,2024-04-21,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
38,17,mi,rr,rr,wickets,9.0,normal,2024-04-22,"Sawai Mansingh Stadium, Jaipur"
39,17,csk,lsg,lsg,wickets,6.0,normal,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai"
40,17,dc,gt,dc,runs,4.0,normal,2024-04-24,"Arun Jaitley Stadium, Delhi"
41,17,rcb,srh,rcb,runs,35.0,normal,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
42,17,kkr,pk,pk,wickets,8.0,normal,2024-04-26,"Eden Gardens, Kolkata"
44,17,lsg,rr,rr,wickets,7.0,normal,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
43,17,dc,mi,dc,runs,10.0,normal,2024-04-27,"Arun Jaitley Stadium, Delhi"
46,17,csk,srh,csk,runs,78.0,normal,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai"
45,17,gt,rcb,rcb,wickets,9.0,normal,2024-04-28,"Narendra Modi Stadium, Ahmedabad"
47,17,dc,kkr,kkr,wickets,7.0,normal,2024-04-29,"Eden Gardens, Kolkata"
48,17,mi,lsg,lsg,wickets,4.0,normal,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
49,17,csk,pk,pk,wickets,7.0,normal,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai"
50,17,srh,rr,srh,runs,1.0,normal,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
51,17,kkr,mi,kkr,runs,24.0,normal,2024-05-03,"Wankhede Stadium, Mumbai"
52,17,gt,rcb,rcb,wickets,4.0,normal,2024-05-04,"M Chinnaswamy Stadium, Bengaluru"
53,17,csk,pk,csk,runs,28.0,normal,2024-05-05,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
54,17,kkr,lsg,kkr,runs,98.0,normal,2024-05-05,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
55,17,srh,mi,mi,wickets,7.0,normal,2024-05-06,"Wankhede Stadium, Mumbai"
56,17,dc,rr,dc,runs,20.0,normal,2024-05-07,"Arun Jaitley Stadium, Delhi"
57,17,lsg,srh,srh,wickets,10.0,normal,2024-05-08,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
58,17,rcb,pk,rcb,runs,60.0,normal,2024-05-09,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
59,17,gt,csk,gt,runs,35.0,normal,2024-05-10,"Narendra Modi Stadium, Ahmedabad"
60,17,kkr,mi,kkr,runs,18.0,normal,2024-05-11,"Eden Gardens, Kolkata"
61,17,rr,csk,csk,wickets,5.0,normal,2024-05-12,"MA Chidambaram Stadium, Chepauk, Chennai"
62,17,rcb,dc,rcb,runs,47.0,normal,2024-05-12,"M Chinnaswamy Stadium, Bengaluru"
64,17,dc,lsg,dc,runs,19.0,normal,2024-05-14,"Arun Jaitley Stadium, Delhi"
65,17,rr,pk,pk,wickets,5.0,normal,2024-05-15,"Barsapara Cricket Stadium, Guwahati"
67,17,lsg,mi,lsg,runs,18.0,normal,2024-05-17,"Wankhede Stadium, Mumbai"
68,17,rcb,csk,rcb,runs,27.0,normal,2024-05-18,"M Chinnaswamy Stadium, Bengaluru"
69,17,pk,srh,srh,wickets,4.0,normal,2024-05-19,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
Qualifier 1,17,srh,kkr,kkr,wickets,8.0,normal,2024-05-21,"Narendra Modi Stadium, Ahmedabad"
Eliminator,17,rcb,rr,rr,wickets,4.0,normal,2024-05-22,"Narendra Modi Stadium, Ahmedabad"
Qualifier 2,17,srh,rr,srh,runs,36.0,normal,2024-05-24,"MA Chidambaram Stadium, Chepauk, Chennai"
Final,17,srh,kkr,kkr,wickets,8.0,normal,2024-05-26,"MA Chidambaram Stadium, Chepauk, Chennai"
1,18,kkr,rcb,rcb,wickets,7.0,normal,2025-03-22,"Eden Gardens, Kolkata"
2,18,srh,rr,srh,runs,44.0,normal,2025-03-23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
3,18,mi,csk,csk,wickets,4.0,normal,2025-03-23,"MA Chidambaram Stadium, Chepauk, Chennai"
4,18,lsg,dc,dc,wickets,1.0,normal,2025-03-24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
5,18,pk,gt,pk,runs,11.0,normal,2025-03-25,"Narendra Modi Stadium, Ahmedabad"
6,18,rr,kkr,kkr,wickets,8.0,normal,2025-03-26,"Barsapara Cricket Stadium, Guwahati"
7,18,srh,lsg,lsg,wickets,5.0,normal,2025-03-27,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
8,18,rcb,csk,rcb,runs,50.0,normal,2025-03-28,"MA Chidambaram Stadium, Chepauk, Chennai"
9,18,gt,mi,gt,runs,36.0,normal,2025-03-29,"Narendra Modi Stadium, Ahmedabad"
11,18,rr,csk,rr,runs,6.0,normal,2025-03-30,"Barsapara Cricket Stadium, Guwahati"
10,18,srh,dc,dc,wickets,7.0,normal,2025-03-30,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
12,18,kkr,mi,mi,wickets,8.0,normal,2025-03-31,"Wankhede Stadium, Mumbai"
13,18,lsg,pk,pk,wickets,8.0,normal,2025-04-01,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
14,18,rcb,gt,gt,wickets,8.0,normal,2025-04-02,"M Chinnaswamy Stadium, Bengaluru"
15,18,kkr,srh,kkr,runs,80.0,normal,2025-04-03,"Eden Gardens, Kolkata"
16,18,lsg,mi,lsg,runs,12.0,normal,2025-04-04,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
17,18,dc,csk,dc,runs,25.0,normal,2025-04-05,"MA Chidambaram Stadium, Chepauk, Chennai"
18,18,rr,pk,rr,runs,50.0,normal,2025-04-05,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
19,18,srh,gt,gt,wickets,7.0,normal,2025-04-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
20,18,rcb,mi,rcb,runs,12.0,normal,2025-04-07,"Wankhede Stadium, Mumbai"
21,18,lsg,kkr,lsg,runs,4.0,normal,2025-04-08,"Eden Gardens, Kolkata"
22,18,pk,csk,pk,runs,18.0,normal,2025-04-08,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
23,18,gt,rr,gt,runs,58.0,normal,2025-04-09,"Narendra Modi Stadium, Ahmedabad"
24,18,rcb,dc,dc,wickets,6.0,normal,2025-04-10,"M Chinnaswamy Stadium, Bengaluru"
25,18,csk,kkr,kkr,wickets,8.0,normal,2025-04-11,"MA Chidambaram Stadium, Chepauk, Chennai"
26,18,gt,lsg,lsg,wickets,6.0,normal,2025-04-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
27,18,pk,srh,srh,wickets,8.0,normal,2025-04-12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
29,18,mi,dc,mi,runs,12.0,normal,2025-04-13,"Arun Jaitley Stadium, Delhi"
28,18,rr,rcb,rcb,wickets,9.0,normal,2025-04-13,"Sawai Mansingh Stadium, Jaipur"
30,18,lsg,csk,csk,wickets,5.0,normal,2025-04-14,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
31,18,pk,kkr,pk,runs,16.0,normal,2025-04-15,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
32,18,dc,rr,,,,tie,2025-04-16,"Arun Jaitley Stadium, Delhi"
33,18,srh,mi,mi,wickets,4.0,normal,2025-04-17,"Wankhede Stadium, Mumbai"
34,18,rcb,pk,pk,wickets,5.0,normal,2025-04-18,"M Chinnaswamy Stadium, Bengaluru"
35,18,dc,gt,gt,wickets,7.0,normal,2025-04-19,"Narendra Modi Stadium, Ahmedabad"
36,18,lsg,rr,lsg,runs,2.0,normal,2025-04-19,"Sawai Mansingh Stadium, Jaipur"
37,18,pk,rcb,rcb,wickets,7.0,normal,2025-04-20,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
38,18,csk,mi,mi,wickets,9.0,normal,2025-04-20,"Wankhede Stadium, Mumbai"
39,18,gt,kkr,gt,runs,39.0,normal,2025-04-21,"Eden Gardens, Kolkata"
40,18,lsg,dc,dc,wickets,8.0,normal,2025-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
41,18,srh,mi,mi,wickets,7.0,normal,2025-04-23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
42,18,rcb,rr,rcb,runs,11.0,normal,2025-04-24,"M Chinnaswamy Stadium, Bengaluru"
43,18,csk,srh,srh,wickets,5.0,normal,2025-04-25,"MA Chidambaram Stadium, Chepauk, Chennai"
44,18,pk,kkr,,,,no result,2025-04-26,"Eden Gardens, Kolkata"
45,18,mi,lsg,mi,runs,54.0,normal,2025-04-27,"Wankhede Stadium, Mumbai"
46,18,dc,rcb,rcb,wickets,6.0,normal,2025-04-27,"Arun Jaitley Stadium, Delhi"
47,18,gt,rr,rr,wickets,8.0,normal,2025-04-28,"Sawai Mansingh Stadium, Jaipur"
48,18,kkr,dc,kkr,runs,14.0,normal,2025-04-29,"Arun Jaitley Stadium, Delhi"
49,18,csk,pk,pk,wickets,4.0,normal,2025-04-30,"MA Chidambaram Stadium, Chepauk, Chennai"
50,18,mi,rr,mi,runs,100.0,normal,2025-05-01,"Sawai Mansingh Stadium, Jaipur"
51,18,gt,srh,gt,runs,38.0,normal,2025-05-02,"Narendra Modi Stadium, Ahmedabad"
52,18,rcb,csk,rcb,runs,2.0,normal,2025-05-03,"M Chinnaswamy Stadium, Bengaluru"
53,18,kkr,rr,kkr,runs,1.0,normal,2025-05-04,"Eden Gardens, Kolkata"
54,18,pk,lsg,pk,runs,37.0,normal,2025-05-04,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
55,18,dc,srh,,,,no result,2025-05-05,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
56,18,mi,gt,gt,wickets,3.0,normal,2025-05-06,"Wankhede Stadium, Mumbai"
57,18,kkr,csk,csk,wickets,2.0,normal,2025-05-07,"Eden Gardens, Kolkata"
58,18,pk,dc,,,,no result,2025-05-08,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
59,18,pk,rr,pk,runs,10.0,normal,2025-05-18,"Sawai Mansingh Stadium, Jaipur"
60,18,dc,gt,gt,wickets,10.0,normal,2025-05-18,"Arun Jaitley Stadium, Delhi"
61,18,lsg,srh,srh,wickets,6.0,normal,2025-05-19,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
62,18,csk,rr,rr,wickets,6.0,normal,2025-05-20,"Arun Jaitley Stadium, Delhi"
63,18,mi,dc,mi,runs,59.0,normal,2025-05-21,"Wankhede Stadium, Mumbai"
64,18,lsg,gt,lsg,runs,33.0,normal,2025-05-22,"Narendra Modi Stadium, Ahmedabad"
65,18,srh,rcb,srh,runs,42.0,normal,2025-05-23,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
66,18,pk,dc,dc,wickets,6.0,normal,2025-05-24,"Sawai Mansingh Stadium, Jaipur"
67,18,csk,gt,csk,runs,83.0,normal,2025-05-25,"Narendra Modi Stadium, Ahmedabad"
68,18,srh,kkr,srh,runs,110.0,normal,2025-05-25,"Arun Jaitley Stadium, Delhi"
69,18,mi,pk,pk,wickets,7.0,normal,2025-05-26,"Sawai Mansingh Stadium, Jaipur"
70,18,lsg,rcb,rcb,wickets,6.0,normal,2025-05-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Qualifier 1,18,pk,rcb,rcb,wickets,8.0,normal,2025-05-29,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
Eliminator,18,mi,gt,mi,runs,20.0,normal,2025-05-30,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
Qualifier 2,18,mi,pk,pk,wickets,5.0,normal,2025-06-01,"Narendra Modi Stadium, Ahmedabad"
Final,18,rcb,pk,rcb,runs,6.0,normal,2025-06-03,"Narendra Modi Stadium, Ahmedabad"
